pos	jugador	club 	puntos	categoria
1093	Cherny, Sebastián	CTDM Nizetich	1043	4
1094	Kim, Alejandro	Top Minc	1043	4
1095	Pecci, Pablo	Oeste TDM	1043	4
1096	Fernandez Mugica, Mariano	Instituto Cia. Maria	1042	4
1097	Burstein, Gustavo	Macabi	1042	4
1098	Iwasa, Mauricio	Gimnasty	1041	4
1099	Putnik, Gastón	Gimnasty	1041	4
1100	Cobanera, Marcos	Gimnasty	1040	4
1101	Putnik, Gerardo	Libre	1040	4
1102	Santa Cruz, Walter	Fenix	1040	4
1103	Rotryng Alvarez, Cielo	Macabi	1040	4
1104	Mena, Gaspar	Gimnasty	1039	4
1105	Della Rocca, Federico	Ingeniero Acosta	1039	4
1106	Pokorny, Solange	La Huella	1039	4
1107	Bublath, Gastón	Tigre TDM	1038	4
1108	Sirianni, Israel	Libre	1037	4
1109	Cardozo, Samuel	GTM	1037	4
1110	Frol, Esteban	TMR	1037	4
1111	Gabay, Marcelo	Ferrocarril Oeste	1036	4
1112	Rodriguez, Matías	Libre	1036	4
1113	Sirianni, Eleazar	Libre	1036	4
1114	Romero, Nicolás	La Legión TDM	1036	4
1115	Bozzuto, Luciano	Social Club TDM	1036	4
1116	Bronstein, Marcelo	Libre	1035	4
1117	Garrott, Mario	UBA Exactas	1034	4
1118	Yasuda, Cintia	Peretz	1033	4
1119	Digestani, Lautaro	Top Minc	1033	4
1120	Sacarias, Matías	Peretz	1033	4
1121	Aramburu, Bruno	Gimnasty	1032	4
1122	Traverso, Federico	La Legión TDM	1032	4
1123	Nuñez, Virgilio	Sol Argentino	1032	4
1124	Marrapodi, Nicolás	Ferrocarril Oeste	1032	4
1125	Roig, Dante	Tigre TDM	1032	4
1126	Segade, Satur	Top Minc	1031	4
1127	Flores Canto, Erik	San Lorenzo	1031	4
1128	Godoy, Javier	Libre	1030	4
1129	Castillo, Diego	Libre	1030	4
1130	Heidkamp, Diego	Libre	1030	4
1131	Perez Molet, Luis	Fenix	1030	4
1132	Shahmuradyan, Mariam	La Legión TDM	1030	4
1133	Bianchi, Mathew	Libre	1029	4
1134	Siscaro, Jorge	Cedem nº 2	1027	4
1135	Tovar Medina, Juan Carlos	Bar Ping Pong NTE	1027	4
1136	Ferreyra, E	Libre	1026	4
1137	Lomastro, Darío	Peretz	1026	4
1138	Bustamante, Julián	Gimnasty	1026	4
1139	Pintos, Oscar	Gral. Sarmiento	1025	4
1140	Gualtieri, Héctor	El Galpong	1025	4
1141	Gonzalez, Tomás	Instituto Cia. Maria	1024	4
1142	Longhi, Analía	Instituto Cia. Maria	1024	4
1143	Christ, Franco	Top Minc	1024	4
1144	Martinez Alcalde, Emanuel	CEDIMA	1024	4
1145	Altamirano, Agustín	Peretz	1023	4
1146	Penesse, Daniel	Libre	1023	4
1147	Lucero, Martín	Top Minc	1023	4
1148	Mielnik, Eduardo	Rioja	1023	4
1149	Nakayama, Daisuke	Top Minc	1023	4
1150	Galeano, Nicolás	Libre	1022	4
1151	Ferreyra, Ángel	Libre	1022	4
1152	Cruz, Gastón	Peñarol	1022	4
1153	Lopez, Gerónimo	TMR	1022	4
1154	Babuini, Matías	Fenix	1022	4
1155	Villanueva, Gonzalo	Circulo Campano	1022	4
1156	Tokumon, Nicolás	Libre	1021	4
1157	Bernardez, Santiago	Fenix	1021	4
1158	Luzzi, Gustavo	Escuela Cangallo	1020	4
1159	Morguenfeld, Juan	Libre	1020	4
1160	Kruger, Daniel	Libre	1020	4
1161	Groisman, Leandro	Banco Nacion	1020	4
1162	Aranda, Mauricio	Yupanqui	1019	4
1163	Maldonado, Agustin	GTM	1018	4
1164	Molentino, Luciano	Chacarita Jrs	1017	4
1165	Barr, Cristian	CAVA	1017	4
1166	Iza, Daniel	Nichia Gakuin	1017	4
1167	Castagnola, Cristian A.	Rioja	1017	4
1168	Vasquez, Mauricio	Top Minc	1016	4
1169	Santacroce, Fernando	Fenix	1016	4
1170	Lombardi, Lucas	Gimnasty	1016	4
1171	Muszkat, Gastón	Hacoaj	1015	4
1172	Levenzon, Tomás	Libre	1015	4
1173	Coy Roldan, Pablo	Top Minc	1015	4
1174	Fernandez, Alejo	Fulgor Villa Crespo	1015	4
1175	Melano, Cristián	Gimnasty	1014	4
1176	Michardi, Jorge	Libre	1014	4
1177	Nardelli, Federico	Ingeniero Acosta	1012	4
1178	Poledo, Alan	River Plate	1011	4
1179	Alcantara, Ramiro	Libre	1011	4
1180	Ochoa, Malena	Peretz	1011	4
1181	Gomez, Yéssica	Ferrocarril Oeste	1011	4
1182	Montero, Santiago	Nichia Gakuin	1011	4
1183	Vegas, Daniel J.	Padilla	1011	4
1184	Tapari, Claudio	Rioja	1011	4
1185	Crevecouer, Nicolás	Intendente Agüero	1011	4
1186	Persico, Axel	Boca Juniors	1010	4
1187	Sansone, Ariel	Libre	1009	4
1188	Soria, Juan Manuel	Arroyo TMC	1009	4
1189	Mayer, Andrés	Libre	1009	4
1190	Etorena, Octavio	Gimnasty	1009	4
1191	Ramos Olie, Milco	Peretz	1009	4
1192	Battaglini, Alejandro	Alvear Club	1009	4
1193	Ares, Juan Rodrigo	Ingeniero Acosta	1009	4
1194	Sigampa, Matías	Ferrocarril Oeste	1008	4
1195	Jara, Luciano	Libre	1008	4
1196	Galeazzi, Marcelo	Arroyo TMC	1008	4
1197	Martinez, Ayelen	Libre	1007	4
1198	Ischia, Javier	CASA de Padua	1007	4
1199	Marchegiani, Cristian	Libre	1006	4
1200	Szekasy, Valentín	Instituto Cia. Maria	1006	4
1201	Alcantara, Carlos	Libre	1005	4
1202	Polderman, Sandra	Top Minc	1005	4
1203	Vittori, Luciano	Libre	1005	4
1204	Vilotta, Marco	Escuela Cangallo	1005	4
1205	Lemos, Leandro	GTM	1005	4
1206	Hoffmann, Conrado	Libertad	1005	4
1207	Lanzafame, Luis	La Legión TDM	1004	4
1208	Shahmuradyan, Rafael	La Legión TDM	1004	4
1209	Percival, Jorge	GTM	1003	4
1210	Palacios, Darío	CTDM Nizetich	1003	4
1211	Korchman, Adrián	Libre	1003	4
1212	Rodriguez, Pablo	Libre	1002	4
1213	Fleischer, Ricardo	Libre	1002	4
1214	Danelli, Alejandro	Instituto Cia. Maria	1002	4
1215	Cerverizzo, Christian	Social Club TDM	1002	4
1216	Herrera, Juan Ignacio	TMR	1001	4
1217	Lopez, Martín	Escuela Cangallo	1000	4
1218	Llanos, Florencia	CASA de Padua	1000	4
1219	Polanco Carrillo, Franky	Atlanta	1000	4
1220	Corbalan, Alejandro	CEDIMA	1000	4
1221	Lamarina, Martin	Peñarol	1000	4
1222	Benito Acosta, Nicolas	Adrogue Sith Spin	1000	4
1223	Vergara, N	Libre	999	4
1224	Hsueh, Daniel	Escuela Cangallo	999	4
1225	Rodriguez, Fernan	Fenix	999	4
1226	Pantegnies, Hervé	Libre	999	4
1227	Maraviglia, Claudio	Escuela Cangallo	998	4
1228	Cantilo, Rafael	Ferrocarril Oeste	998	4
1229	Schoua, Horacio	HCD	998	4
1230	Alcorta, VIctor	Libre	998	4
1231	Ferreyra, Germán	Libre	997	4
1232	Arce, Agustín	Ingeniero Acosta	997	4
1233	Escobar, Guillermo	Ferrocarril Oeste	997	4
1234	Ballon, Pablo	Rioja	997	4
1235	Cantilo, Rocío	Ateneo de Versailles	996	4
1236	Stancich, Juan	Libre	996	4
1237	Ricciardeli, Lautaro	Fenix	996	4
1238	Avendaño, Cristian	Ingeniero Acosta	996	4
1239	Cantarian, Aníbal	GTM	996	4
1240	Caputi, Joel	Peñarol	996	4
1241	Solla, Enzo	Zenit	996	4
1242	Aguilar Ikeda, Justina Mayumi	Fenix	996	4
1243	Linfozzi, Marcelo	Libre	995	4
1244	Kelmanovich, Matías	Escuela Cangallo	995	4
1245	Okada, Eduardo	TMR	995	4
1246	Edgar, Ian	Fenix	995	4
1247	Leuzi, Sebastian	Zenit	994	4
1248	Castillo, Daniel F.	Gimnasty	993	4
1249	Altamirano, Luis	Peretz	992	4
1250	Trovato, Leandro	Sol Argentino	992	4
1251	Perez, Federico Agustín	Peretz	992	4
1252	Predazzi, Andrés	Padilla	992	4
1253	Peralta, Gabriel Horacio	Libre	992	4
1254	Da Costa Braga, Federico	Social Club TDM	992	4
1255	Fernandez, Mariano Ezequiel	Atlanta	991	4
1256	Gimenez Tombuer, Hernán	Sol Argentino	990	4
1257	Minc, Adrián	Libre	990	4
1258	Zurlo, Fernando	Escuela Cangallo	990	4
1259	Valle Palacios, Tomás	CAVA	990	4
1260	Lagoa, Gabriel	Padilla	990	4
1261	Paz, Santiago	Fenix	990	4
1262	Iwasa, Laura	Gimnasty	989	4
1263	Levit, Alejandro	Def. Santos Lugares	989	4
1264	Canteros, Cristian	Ferrocarril Oeste	989	4
1265	Rodiño, Leandro	Escuela Cangallo	988	4
1266	Chehebar, Mariano	Top Minc	988	4
1267	Madero, Oscar	Oeste TDM	988	4
1268	Ferrero, Federico	CEDIMA	987	4
1269	Zelada, Federico	CEDIMA	987	4
1270	De Pinto, Emilio	Lourdes	987	4
1271	Gonzalez, Roberto Antonio	Lourdes	987	4
1272	Wior, Martín	Atlanta	987	4
1273	Burghi, Natalio	Libre	986	4
1274	Cherny, Fabián	CTDM Nizetich	986	4
1275	Sisaric, Andrés	Peretz	986	4
1276	Amorin, Alejandro	Nichia Gakuin	986	4
1277	Lobo, Agustín	Ferrocarril Oeste	985	4
1278	Bermudez, Matías	Libre	985	4
1279	Zaourak, Javier	Lourdes	985	4
1280	Florindo Molina, Claudio	Spin TDM	985	4
1281	Mario, Federico	Fenix	984	4
1282	Anguillesi, Miguel	Fenix	983	4
1283	Rizzutti, Gerardo	Libre	983	4
1284	Belaustegui, Miguel	River Plate	983	4
1285	Paolini, Santiago	Ferrocarril Oeste	983	4
1286	Arancibia, Eduardo	TMR	983	4
1287	Hurtado, Rocio	Boca Juniors	983	4
1288	Basseterre, Nicolás	Intendente Agüero	982	4
1289	Leiva, Pablo	Alvear Club	982	4
1290	Bedoian, Joaquin	AsociacionYabrudense	981	4
1291	Mendez, Lucas	Libre	980	4
1292	Khatcherian, Daniel	Top Minc	980	4
1293	Cohen, Jonathan	Alvear Club	980	4
1294	Mercau, Flavio	Padilla	979	4
1295	Bandi, Andrés	Top Minc	979	4
1296	Ronis, Nicolas	River Plate	979	4
1297	Cheong Cutreta, Agustín	Estacion Ping Pong	979	4
1298	Lemos, Andrés	GTM	978	4
1299	Rodriguez Novillo, Diego	Alvear Club	978	4
1300	Gerez, Alan	Club Italiano JCPaz	978	4
1301	Schuklapper, Alejandro	Libre	977	4
1302	Perez, Emiliano	Instituto Cia. Maria	977	4
1303	Yamasato, Pablo	Peretz	977	4
1304	Perez, Martin	Alvear Club	977	4
1305	Peralta, Hernán	Intendente Agüero	976	4
1306	Garcia Mingrone, Alejandro	Nichia Gakuin	975	4
1307	Lopez, Sebastián	Gral. Sarmiento	975	4
1308	Lacoa, Marcos	Instituto Cia. Maria	974	4
1309	Campodonico, Diego M	Padilla	974	4
1310	Lori, David	GTM	974	4
1311	Etcheverry, Sebastián	Peretz	973	4
1312	Garcia, Miguel	Libre	973	4
1313	Shinzato, Adrián	Nikkei TDM	973	4
1314	Liebana, Sebastian	La Legión TDM	973	4
1315	Garcia, Lucas	Alvear Club	973	4
1316	Maciel, Marcelo	CEDIMA	972	4
1317	Vergara, Coralia del Carmen	Rioja	972	4
1318	Quiroga, Gustavo	Ingeniero Acosta	972	4
1319	Demoor, Rodrigo A.	Ingeniero Acosta	972	4
1320	Beviglia, Alejandro	Rioja	971	4
1321	Vique, Daniel	TMR	971	4
1322	Higa, Facundo E	Peretz	971	4
1323	Plaskin, Gabriel	CISSAB	970	4
1324	Cajal, Eduardo Ignacio	Oeste TDM	970	4
1325	Mauas, Adrián	CTDM Nizetich	970	4
1326	Vaisenstein, Claudio	Libre	969	4
1327	Lara, Diego	Rioja	969	4
1328	Oliveira Mori, Dorian	Libre	969	4
1329	Alvarez, Felipe	Boca Juniors	969	4
1330	Blaksley, Carlos	Libre	968	4
1331	Camiser, Sebastián	Nichia Gakuin	967	4
1332	Sosa Torales, Álvaro	Oeste TDM	967	4
1333	Muralidharan, Ambarish	La Legión TDM	966	4
1334	Lori, Hikaru	GTM	966	4
1335	Sasson, Maximiliano D	Sociedad Hebraica	966	4
1336	Rossi, Sebastian	Peretz	966	4
1337	Ferrero, Gonzalo	CEDIMA	965	4
1338	Cardalda, Gustavo	Fenix	965	4
1339	Galindez, Oscar	Lourdes	965	4
1340	Jorge, Joel	Ingeniero Acosta	965	4
1341	Poloni Napoli, Valentin	Libertad	965	4
1342	Campbell, Roger P.	La Legión TDM	964	4
1343	Aquino, Manuel	GTM	964	4
1344	De Falco, Matías	Libre	963	4
1345	Akamine, Nicolás	Peretz	963	4
1346	Kalomiris, Pablo	Ateneo de Versailles	963	4
1347	Vazquez Magnani, Pablo G.	Nikkei TDM	963	4
1348	Bentancourt, Rubén	GTM	963	4
1349	Pisabarro, Mauricio	Libre	962	4
1350	Ferrero, Santiago	CEDIMA	961	4
1351	Aguirre, Miqueas	Club Italiano JCPaz	961	4
1352	Rodriguez, Gonzalo	Instituto Cia. Maria	961	4
1353	Mokorel, Antonio	Zenit	960	4
1354	Lucero, Juan Roberto	CAVA	960	4
1355	Martinez, Mario Raúl	Club La Quinta	959	4
1356	Girotti, Adrian	Nikkei TDM	959	4
1357	Pirelli, Nelson	Ferrocarril Oeste	958	4
1358	Mira, Pablo	Spin TDM	958	4
1359	Cañizales, Efrain	CEDIMA	957	4
1360	Fernandez Mugica, Santiago	Instituto Cia. Maria	957	4
1361	Vazquez, Alejandro	River Plate	957	4
1362	Gonzalez, María	Peretz	956	4
1363	Bebebino, Natalia	Top Minc	956	4
1364	Aspauzo, Pablo	Libre	956	4
1365	Cuska, Danilo	Adrogue Sith Spin	956	4
1366	Lucia, Nicolas	Estacion Ping Pong	956	4
1367	Turco, Juan Cruz	Lourdes	955	4
1368	Werthamer, David	Social Club TDM	955	4
1369	Nigra, Guido	Peñarol	954	4
1370	Guerra, Yoel	La Legión TDM	954	4
1371	Scorza, Ezequiel	Boca Juniors	954	4
1372	Torcivia, Juan	Ingeniero Acosta	953	4
1373	Wickmann, Lautaro	Nichia Gakuin	953	4
1374	Paccaloni, Sergio	Peretz	952	4
1375	Levy, Damián	Libre	951	4
1376	Linares, Exequiel	CAVA	951	4
1377	Vasallo, Diego	Cultural Chelín	951	4
1378	Petriz, Rodolfo	Fenix	951	4
1379	Toscano, Marcelo	Alvear Club	950	4
1380	Saragovi, Daniel	River Plate	949	4
1381	Rosado, Facundo	Ingeniero Acosta	949	4
1382	Michan, Federico	Libre	948	4
1383	Tertnik, Francisco	Instituto Cia. Maria	948	4
1384	Mendaro, Adrian G	CTDM Nizetich	948	4
1385	Higa, Guido	Nichia Gakuin	947	4
1386	Chapuis, Humberto	TMR	947	4
1387	Dondovich, César	Bar Ping Pong NTE	947	4
1388	Tiggi, Lucas	Estacion Ping Pong	947	4
1389	Dellacha, Juan	Brit Ajim	946	4
1390	Penedo, Oscar	Brit Ajim	946	4
1391	Striglio, Lidia	River Plate	946	4
1392	Viegas, Lucas	TMR	946	4
1393	Goya, Emilio	Libre	946	4
1394	Gadacz, Román	Libre	945	4
1395	Ciuccio, Samuel	TMR	945	4
1396	Guibernau, Alejandro	Libre	944	4
1397	Varela, Facundo	River Plate	944	4
1398	Bellen, Ricardo	Ingeniero Acosta	944	4
1399	Villegas Castiñeiras, Maximo	Jorge Newbery TDM	944	4
1400	Gramajo, Gustavo	Nichia Gakuin	943	4
1401	Dappen, Sergio	Alvear Club	942	4
1402	Escola, Pablo	Macabi	941	4
1403	Vargas, Mariela	Libre	940	4
1404	Giampaoli, Gustavo	Rioja	940	4
1405	Salim, Joel	Ingeniero Acosta	940	4
1406	Ferreyra, Federico Nicolas	Top Minc	940	4
1407	Liebana, Benjamin	La Legión TDM	940	4
1408	Santellan, Wilfredo Germán	Fenix	939	4
1409	Posadas, Julián	Padilla	939	4
1410	Velasco, Mariano Eduardo	Nikkei TDM	939	4
1411	Fumagalli, Ricardo	Ferrocarril Oeste	939	4
1412	Gallardo, Juan Pablo	Inst.Atlet. Cultural	939	4
1413	Murakoshi, Nahuel	Asoc. Jap. Burzaco	939	4
1414	Alcayaga, Iván	Nichia Gakuin	938	4
1415	Palazzo, Miqueas	Ateneo de Versailles	938	4
1416	Collante, Axel	Bar Ping Pong NTE	938	4
1417	Fernandez, Ñaupac	Ferrocarril Oeste	937	4
1418	Cornejo, Franco	GTM	937	4
1419	Dos Santos, Nelson	CAVA	936	4
1420	Guerrero, Federico	Nichia Gakuin	936	4
1421	Huang, Meng Yu	Escuela Cangallo	936	4
1422	Geronimo, Ismael Alejandro	Top Minc	936	5
1423	Roig, Germán	Gimnasty	935	5
1424	Yamamoto, Irina	Alvear Club	935	5
1425	Abud, Nicolás	Brit Ajim	934	5
1426	Rosado, Daniel	Ingeniero Acosta	934	5
1427	Bentancor, Roger Javier	Ferrocarril Oeste	934	5
1428	Maeda, Dario	Instituto Cia. Maria	934	5
1429	Jopia, Tomás Francis	Ingeniero Acosta	934	5
1430	Cañadas, Rubén	Libre	933	5
1431	Gagliardo, Matías	River Plate	933	5
1432	Udias, Lautaro	Ingeniero Acosta	932	5
1433	Malenchini, Jorge Daniel	Padilla	932	5
1434	Ferreyra, Federico	Libre	930	5
1435	Sarralih, Alejandro	Gimnasty	930	5
1436	Fierro, Mariano	Ingeniero Acosta	930	5
1437	Bonggio, Matias J.	Tigre TDM	930	5
1438	Puk Vidal, Sebastian	Peretz	930	5
1439	Ramos, Nicolas J.	Ateneo de Versailles	930	5
1440	Pueblas, Martín	Top Minc	929	5
1441	Tufillaro, Emilio	Circulo Campano	929	5
1442	Mariño, Leonardo	CEDIMA	928	5
1443	Pozzi, Aldo	River Plate	928	5
1444	Fadel, Anat	Macabi	928	5
1445	Doino, Jorgelina	Nichia Gakuin	928	5
1446	Müller, Malik	Club La Quinta	928	5
1447	Van Lerberghe, Carlos	River Plate	927	5
1448	Kim, Martín	Libre	927	5
1449	Tophan, Daniel	Libre	927	5
1450	Zain, Marcelo	Nikkei TDM	927	5
1451	Costantini, Uriel	Cedem nº 2	926	5
1452	Monrroes, Enzo Oscar	Zenit	926	5
1453	Fernandez, Iván	CPCN Villa Gesell	925	5
1454	Gonzalez, Lucas	Sp. Villa Ballester	925	5
1455	Ferreiro, Eduardo	Gimnasty	924	5
1456	Gomez, Diego Alberto	Nichia Gakuin	924	5
1457	Perez, Maximiliano	Def. Santos Lugares	924	5
1458	Fernandez, Juan	GTM	923	5
1459	Zalazar, Braulio	Padilla	922	5
1460	Guibernau, Ignacio	Yupanqui	922	5
1461	Costallat, Enrique	Adrogue Sith Spin	922	5
1462	Matsumoto, Karen	TMR	922	5
1463	Albis, Daniela	TMR	922	5
1464	Isola, Andres	AsociacionYabrudense	922	5
1465	Rojas, Carlos	CEDIMA	921	5
1466	Ramos, Mario	Yupanqui	921	5
1467	Ruiz, Mateo Jose	Ateneo de Versailles	921	5
1468	Puk Vidal, Santiago	Peretz	921	5
1469	Skliarsky, Eithan	Fenix	921	5
1470	Lopez, Ariel	CEDIMA	919	5
1471	Bublath, Augusto	Tigre TDM	919	5
1472	Lussenhoff, Alexander	Libre	919	5
1473	Musumeci, Marcelo	TMR	918	5
1474	Rios, Gustavo	Alvear Club	917	5
1475	Buchbinder, Sharon	Spin TDM	917	5
1476	Loncharich, Maria Victoria	AsociacionYabrudense	917	5
1477	Aguiar, Gonzalo	Tigre TDM	917	5
1478	Silvero, Nahuel A.	Def. Santos Lugares	917	5
1479	Murashima, Guillermo	Rioja	916	5
1480	Valdivia Pires, Carlos	Lourdes	916	5
1481	Coronil, Jorge Gustavo	Club La Quinta	916	5
1482	Khazandjian, Luciano	Ferrocarril Oeste	916	5
1483	Falco, Sebastián	Libre	915	5
1484	Rack, Vicentico	Ferrocarril Oeste	915	5
1485	Mendez, Martín	Libre	914	5
1486	Carabajal, Martín	Lourdes	914	5
1487	Menendez, Iván	Escuela Cangallo	913	5
1488	Lago, Claudio	Club Urquiza	913	5
1489	Fragapane, Leonardo Domingo	Nichia Gakuin	913	5
1490	Marcos, Ernesto	Libre	912	5
1491	Vignolo, Matias Daniel	Fenix	912	5
1492	Takeishi, Valeria	Peretz	911	5
1493	Karacic, Francisco	Libre	911	5
1494	Suchecki, Juan	Libre	911	5
1495	Fernandez, Walter	CEDIMA	911	5
1496	Mandelli, Gabriel	Def. Santos Lugares	911	5
1497	Fuentes, Marcelo	Nichia Gakuin	911	5
1498	Contreras, Claudio	GTM	911	5
1499	Tagliaferri, José Luis	Sp. Villa Ballester	911	5
1500	Alvarez, Esteban	Peretz	911	5
1501	Bejarano, Agustin	Alvear Club	911	5
1502	Rosso, Nicolas	Libertad	911	5
1503	Rodriguez Mendoza, Miguel A	Rioja	911	5
1504	Arce, Manuel	ASTECA	910	5
1505	Farina, Gustavo	Instituto Cia. Maria	910	5
1506	Ferreyra, Joaquín	Libre	910	5
1507	Martin, Nicolás	CASA de Padua	910	5
1508	Elkan, Kevin	Macabi	909	5
1509	Gi, Huang	Libre	909	5
1510	Varone, Tomas	GTM	909	5
1511	Tiggi, Juan Manuel	Estacion Ping Pong	909	5
1512	Fretes, Pablo	Lourdes	908	5
1513	Komesu, Carlos	Instituto Cia. Maria	908	5
1514	Felguer, Federico	UBA Exactas	907	5
1515	Yao, Jiamín	Libre	907	5
1516	Cisneros, Yonatan	Oeste TDM	907	5
1517	Munafó, Pablo	Instituto Cia. Maria	907	5
1518	Yamaki, Ricardo	Nichia Gakuin	907	5
1519	Ramos Olie, Marcos	Peretz	907	5
1520	Saffar, Claudio	Circulo Campano	907	5
1521	Soldi, Mario	Gimnasty	906	5
1522	Gimenez, Jonathan	Libre	906	5
1523	Paccaloni, Germán	Peretz	906	5
1524	Tedeschi, José	Ingeniero Acosta	906	5
1525	Mollinedo, Ezequiel	Social Club TDM	906	5
1526	Bienati, Carlos	Bar Ping Pong NTE	906	5
1527	Miguez, Carolina	River Plate	905	5
1528	Goya, Cristian	Peretz	905	5
1529	Solodujin, Marcelo	Fenix	905	5
1530	Lertora, Fabian	Ferrocarril Oeste	905	5
1531	Buzzelli, Facundo	ASTECA	904	5
1532	Grebin, Martín	Escuela Cangallo	904	5
1533	Frutos, Leandro	Libre	904	5
1534	Bezzati, Juan	Libre	904	5
1535	Roman, Sergio Gabriel	Peretz	903	5
1536	Wang, Nancy	Nichia Gakuin	903	5
1537	Lopez Venturino, Ignacio	Banco Nacion	903	5
1538	Delgado Menendez, Diego	La Legión TDM	903	5
1539	Tula, Gastón	Libre	902	5
1540	Decelbaum, Uriel	Macabi	902	5
1541	Saini, Martin G	Lourdes	902	5
1542	Molteno, Juan Andres	Top Minc	902	5
1543	Perez, Nahuel	Rioja	901	5
1544	Fernandez, Damián	CAVA	901	5
1545	Pepe, Matias	La Legión TDM	901	5
1546	Calvi, Tiago	Padilla	901	5
1547	Matalon, José Luis	Macabi	900	5
1548	Camisassa, Juan	Escuela Cangallo	900	5
1549	Heinze, Gastón	ASTECA	900	5
1550	Marabi, Simón	Adrogue Sith Spin	900	5
1551	Melluso, Leonardo	Gimnasty	900	5
1552	Corredor Umaña, Leonard	Rioja	900	5
1553	Ruiz, Julio	Social Club TDM	900	5
1554	Walter, Brian	Estacion Ping Pong	900	5
1555	Etcheverry, Lionel A.	Social Club TDM	900	5
1556	Faiella, Bautista	Top Serrano	900	5
1557	Bianchini, Fabian	Top Serrano	900	5
1558	Iglesias, Julian	Club Italiano JCPaz	900	5
1559	Caceres, Francisco	La Huella	900	5
1560	Bellomi, Joaquin	CEDIMA	900	5
1561	Lezama, Sebastian	Libre	899	5
1562	Forti, Nahuel	CAVA	899	5
1563	Martino, Mateo	Gimnasty	899	5
1564	Zilberman, Fabio	Libre	899	5
1565	Encina, Ezequiel	Instituto Cia. Maria	899	5
1566	Pendino, Matias	Inst.Atlet. Cultural	899	5
1567	Rolon, Fernando	Asoc. Jap. Burzaco	899	5
1568	Cruz, Fabián	Peñarol	898	5
1569	Grasso, Leandro	Gimnasty	898	5
1570	Ottero, Juan	C.N. Bouchardo	898	5
1571	Rueda, Aníbal	TMR	898	5
1572	Reig, Hernán	La Legión TDM	898	5
1573	Vega, Nicolás	Alvear Club	897	5
1574	Wang Ma, Frank	Nichia Gakuin	896	5
1575	Celaya, Guillermo	Top Minc	896	5
1576	Moscato, Néstor	Alvear Club	896	5
1577	Buira, Ekira	Escuela Cangallo	895	5
1578	Angheben, Yanina	Top Minc	895	5
1579	Vertua, Jeremias	Libre	895	5
1580	Pinto, Roberto	Gimnasty	894	5
1581	Gushiken, Rodrigo	Fenix	894	5
1582	Babini, Juan	Gimnasty	893	5
1583	Pance, Alejandro	Gimnasty	893	5
1584	Scasso, Roberto	UBA Exactas	893	5
1585	Fuks, Sebastián	Padilla	893	5
1586	Fares, Hernan G.	Social Club TDM	893	5
1587	Kuznetsov, Eugenio	Top Minc	892	5
1588	Di Lascio, Matías	Libre	892	5
1589	Escalante, Jonathan	Nichia Gakuin	892	5
1590	Bocian, Martín	Macabi	892	5
1591	Taminato, Silvina	Libre	891	5
1592	Dueñas, Alfredo	Gimnasty	891	5
1593	Krowicki, Gustavo	Intendente Agüero	890	5
1594	Carballo, Federico	Nichia Gakuin	890	5
1595	Armas, Pablo	UBA Exactas	889	5
1596	Nacci, Luciano	Libre	889	5
1597	Moncalvillo, Germán	Top Minc	889	5
1598	Paz, Facundo J.	Def. Santos Lugares	889	5
1599	Bonucci, Pablo	HCD	888	5
1600	Fichman, Amos	Macabi	887	5
1601	Penalva, Santiago	San Lorenzo	887	5
1602	Michelfelder, Axel	Sociedad Alemana	886	5
1603	Bierozko, Simon	Libertad	886	5
1604	Gulloni, Fernando	San Lorenzo	886	5
1605	Arraygada, Ezequiel	Intendente Agüero	885	5
1606	Giacobbe, Jeremias	Circulo Campano	885	5
1607	Fabas, Florencia	Nichia Gakuin	884	5
1608	Gonzalez, Federico	Sp. Villa Ballester	884	5
1609	Dias, Juan Cruz	Alvear Club	884	5
1610	Escudero, Nicolás	Rioja	883	5
1611	Mendez, Nicolás	Libre	883	5
1612	Robledo, Mauricio	TMR	882	5
1613	Kuba, Diego	Peretz	882	5
1614	Buschini,José	La Legión TDM	882	5
1615	Lin, Pablo	Social Club TDM	882	5
1616	Pelliza, Marcelo	Gimnasty	881	5
1617	Ponce, Facundo	Lourdes	881	5
1618	Camats, Diego	Nichia Gakuin	881	5
1619	Gonzalez, Darío	Estacion Ping Pong	881	5
1620	Norando, Rodolfo	La Legión TDM	881	5
1621	Nakagama, Guillermo	CTDM Nizetich	881	5
1622	Coria, Javier	Zenit	880	5
1623	Monaco, Nicolás	Sp. Villa Ballester	880	5
1624	Garcia, Lucas	Sp. Villa Ballester	880	5
1625	Garcia, Agustín	Sp. Villa Ballester	880	5
1626	Espiñeira, Luciano	Sp. Villa Ballester	880	5
1627	Espiñeira, Facundo	Sp. Villa Ballester	880	5
1628	Zang, Eric	Sp. Villa Ballester	880	5
1629	Elisii, Ignacio	Sp. Villa Ballester	880	5
1630	Torres, Jorge	Libre	880	5
1631	Huarte, Thomas	La Legión TDM	880	5
1632	Magariños, Roberto	CAVA	878	5
1633	Arakaki, Cristian	La Patriada	878	5
1634	Maza, Juan Carlos	GTM	878	5
1635	Sanguinetti, Luis	Sp. Villa Ballester	878	5
1636	Granovsky, Pedro	Libertad	878	5
1637	Chehebar, Nicolás	Top Minc	877	5
1638	Deleonibus, Gerardo Martín	Club Italiano JCPaz	877	5
1639	Guerrero, Javier	Libre	877	5
1640	Zappia, Rubén	Oeste TDM	877	5
1641	Morino, Santiago	Libertad	877	5
